repo_name,file_path,method_name,start_line,end_line,cc,lloc,difficulty,smell_label,coverage_percent,coverage_bucket,risk_category,recommendations
jinja2,src/jinja2/lexer.py,_describe_token_type,163,180,2,5,0.5,LOW,22.22,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,_determine_attrib_eq_order,1237,1277,8,27,3.0,LOW,53.66,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_determine_attrs_eq_order,1209,1234,8,15,3.0,LOW,53.85,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_determine_whether_to_implement,1280,1303,7,10,2.0,LOW,37.5,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,_dict_method_all,134,139,1,5,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,_dump,251,273,5,22,0.5,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
attrs,src/attr/_version_info.py,_ensure_tuple,51,68,3,10,1.75,LOW,44.44,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,_environment_config_check,124,139,4,6,1.0,LOW,31.25,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_extract,343,352,7,4,0.0,LOW,10.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/parser.py,_fail_ut_eof,88,126,5,22,4.166666666666667,LOW,41.03,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,_fail_with_undefined_error,935,942,2,6,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,_fail_with_undefined_error,846,852,2,3,0.0,LOW,28.57,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/nodes.py,_failing_new,1199,1200,1,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,_filter_test_common,493,545,4,33,2.0,HIGH,30.19,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/compiler.py,_filter_test_common,1753,1792,4,21,2.333333333333333,LOW,47.5,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,_from_namespace,1242,1267,3,15,0.0,LOW,53.85,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_version_info.py,_from_version_string,39,49,3,6,0.5,LOW,45.45,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_frozen_delattrs,674,678,1,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_frozen_setattrs,659,671,3,6,1.0,LOW,38.46,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,_generate,677,696,4,3,0.0,LOW,10.0,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,_generate_unique_filename,1733,1740,1,3,0.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,_get_annotations,425,432,2,5,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,_get_cache_filename,259,260,5,2,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,_get_default_cache_dir,212,257,5,27,2.421052631578948,HIGH,2.17,LOW,Hidden Risk,Write tests immediately before modifying this code; Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,_get_default_module,1424,1448,3,12,1.8,LOW,36.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_gettext_alias,164,167,1,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_has_frozen_base_class,1725,1730,1,3,0.5,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_has_own_attribute,409,422,4,10,0.6666666666666666,LOW,64.29,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,_import_common,1080,1093,4,9,0.0,LOW,57.14,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_install,269,285,7,10,0.6666666666666666,LOW,5.88,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/ext.py,_install_callables,315,337,7,11,0.75,LOW,47.83,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_install_null,287,313,7,14,0.5,LOW,3.7,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/runtime.py,_invoke,773,782,6,7,0.0,LOW,70.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_is_class_var,392,406,3,7,1.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_cmp.py,_is_comparable_to,139,143,2,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_is_slot_attr,2106,2110,2,3,1.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_is_slot_cls,2102,2103,1,2,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,_load_template,951,973,4,14,3.611111111111111,LOW,56.52,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/serializer.py,_loads_unsafe_impl,260,288,3,15,0.75,LOW,48.28,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,_log_message,929,930,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_make_attr_tuple_class,350,374,3,13,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,_make_binop,59,78,1,15,1.0,LOW,70.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_make_cached_property_getattr,603,656,2,11,0.5,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,_make_eq,1841,1878,6,23,0.5,LOW,52.63,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,_make_finalize,1375,1421,4,24,2.25,LOW,38.3,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/__init__.py,_make_getattr,75,131,1,32,4.166666666666667,HIGH,47.37,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
attrs,src/attr/_make.py,_make_getstate_setstate,1031,1070,6,21,1.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_make_hash,1743,1811,8,40,4.40625,HIGH,50.72,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
attrs,src/attr/_cmp.py,_make_init,102,113,1,6,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_make_init,2113,2189,15,31,4.166666666666667,HIGH,38.96,MEDIUM,Refactor Candidate,Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
itsdangerous,src/itsdangerous/signer.py,_make_keys_list,60,64,3,4,0.0,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_make_method,321,347,3,14,1.875,LOW,44.44,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_make_ne,1822,1838,1,9,1.5,LOW,41.18,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_make_new_gettext,170,181,1,8,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_make_new_ngettext,184,200,1,9,0.5,LOW,47.06,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_make_new_npgettext,220,242,1,10,0.5,LOW,39.13,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_make_new_pgettext,203,217,1,9,0.5,LOW,53.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_make_node,526,586,7,29,2.1818181818181817,HIGH,37.7,MEDIUM,Refactor Candidate,Safe to refactor after ensuring existing tests capture current behavior
attrs,src/attr/_cmp.py,_make_operator,116,136,1,12,1.0,LOW,52.38,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_make_order,1881,1934,3,27,3.333333333333333,LOW,38.89,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_make_repr,1950,2004,10,20,4.235294117647059,HIGH,32.73,MEDIUM,Refactor Candidate,Add branch and conditional path tests due to high cyclomatic complexity; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/compiler.py,_make_unop,81,98,1,11,1.8,LOW,55.56,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,_min_or_max,459,476,3,8,0.5,LOW,44.44,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,_normalize_newlines,596,600,14,3,0.0,LOW,40.0,MEDIUM,Safe Zone,Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/compiler.py,_output_child_post,1467,1476,4,5,0.5,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nativetypes.py,_output_child_post,81,85,3,3,0.5,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,_output_child_pre,1451,1465,4,10,0.5,LOW,53.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nativetypes.py,_output_child_pre,75,79,3,3,0.5,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,_output_child_to_const,1430,1449,4,8,0.0,LOW,35.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nativetypes.py,_output_child_to_const,62,73,3,7,0.5,LOW,58.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,_output_const_repr,1423,1428,4,3,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nativetypes.py,_output_const_repr,59,60,3,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,_parse,613,617,4,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_parse_block,479,524,7,31,0.7777777777777778,HIGH,52.17,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
attrs,src/attr/_make.py,_patch_original_class,831,865,6,16,2.0,LOW,42.86,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,_peek_next,480,490,2,6,0.5,LOW,45.45,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,_postinit,434,440,2,6,0.0,LOW,85.71,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,_prepare_attribute_parts,124,133,5,6,0.5,LOW,60.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_render,643,651,2,4,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_setattr,2192,2196,1,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_setattr_with_converter,2199,2208,1,3,0.5,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,_setattrs,2724,2735,3,7,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,_simple_visit,178,180,3,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/filters.py,_split_what,10,18,7,3,0.0,LOW,22.22,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/validators.py,_subclass_of,593,606,1,3,0.0,LOW,14.29,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/runtime.py,_to_iterator,424,425,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,_to_iterator,588,591,2,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,_tokenize,656,675,4,9,0.5,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,_transform_attrs,494,600,31,47,4.586206896551724,HIGH,39.25,MEDIUM,Refactor Candidate,Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/ext.py,_trim_whitespace,476,477,7,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,_undefined_message,824,843,2,9,1.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,_uninstall,339,341,7,3,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,_unsafe_dir,213,217,5,2,0.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,add_attrs_init,1115,1133,6,3,0.0,LOW,15.79,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,add_eq,1135,1143,6,5,0.0,LOW,55.56,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,add_extension,368,373,4,3,0.0,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,add_hash,1076,1086,6,3,0.0,LOW,27.27,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,add_init,1088,1106,6,3,0.0,LOW,15.79,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,add_match_args,1108,1113,6,2,1.0,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,add_order,1145,1153,6,4,0.0,LOW,44.44,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,add_repr,1013,1017,6,3,0.0,LOW,60.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,add_setattr,1155,1188,6,25,2.8,LOW,70.59,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,add_str,1019,1029,6,9,0.5,LOW,81.82,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,analyze_node,46,48,4,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,and_,3062,3080,3,6,0.0,LOW,26.32,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,append_hash_computation_lines,1769,1793,8,11,0.7,LOW,36.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,args_as_const,716,734,7,14,0.6666666666666666,LOW,31.58,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,885,893,2,7,0.5,LOW,77.78,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,661,665,3,3,0.0,LOW,60.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,918,934,5,13,0.5,LOW,76.47,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,748,782,12,24,1.7142857142857142,LOW,65.71,MEDIUM,Safe Zone,Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/nodes.py,as_const,795,799,3,4,0.5,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,704,713,4,7,0.5,LOW,60.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,689,691,2,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,675,679,2,3,0.0,LOW,60.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,904,906,3,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,994,996,3,3,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,648,650,3,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,470,481,2,3,0.0,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/nodes.py,as_const,1004,1006,3,3,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,631,633,4,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,612,618,4,7,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,585,586,3,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,1102,1111,4,8,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,839,850,4,8,0.5,LOW,58.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,863,872,4,8,0.5,LOW,70.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,521,534,5,9,1.0,LOW,64.29,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,497,510,5,9,1.0,LOW,64.29,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,as_const,1087,1089,2,3,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_funcs.py,asdict,11,121,14,30,2.4,HIGH,24.32,LOW,Hidden Risk,Write tests immediately before modifying this code; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
attrs,src/attr/_next_gen.py,asdict,204,217,1,3,0.0,LOW,14.29,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_funcs.py,assoc,325,360,3,11,0.5,LOW,2.78,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_next_gen.py,astuple,220,229,1,3,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_funcs.py,astuple,197,298,18,29,2.5454545454545454,HIGH,25.49,LOW,Hidden Risk,Write tests immediately before modifying this code; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/async_utils.py,async_variant,12,53,1,27,0.6666666666666666,LOW,59.52,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,attr,125,135,2,3,0.0,LOW,18.18,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,attrgetter,105,119,3,10,1.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,attrgetter,68,78,1,8,1.2,LOW,72.73,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,attrib,98,310,13,23,2.5,HIGH,10.33,LOW,Hidden Risk,Write tests immediately before modifying this code; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity
attrs,src/attr/_make.py,attrs,1306,1715,4,55,4.047619047619048,HIGH,12.2,LOW,Hidden Risk,Write tests immediately before modifying this code; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
attrs,src/attr/_make.py,attrs_to_tuple,1887,1896,3,3,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/utils.py,autoescape,613,621,3,9,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,babel_extract,773,862,11,30,2.0,HIGH,24.44,LOW,Hidden Risk,Write tests immediately before modifying this code; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
itsdangerous,src/itsdangerous/encoding.py,base64_decode,28,38,2,8,2.0,LOW,63.64,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/encoding.py,base64_encode,20,25,1,4,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,bind,91,96,2,6,0.0,LOW,83.33,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,blockvisit,442,451,4,8,0.0,LOW,70.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,branch_update,120,145,4,23,2.6666666666666665,LOW,80.77,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,buffer,389,392,4,4,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,build_class,820,829,6,5,0.5,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,build_class,805,816,6,5,0.5,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,scripts/generate_identifier_pattern.py,build_pattern,37,53,4,12,1.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/bccache.py,bytecode_from_string,90,92,2,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,bytecode_to_string,94,98,2,5,0.0,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/encoding.py,bytes_to_int,53,54,1,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,c,481,482,14,2,0.5,LOW,100.0,HIGH,Safe Zone,Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/runtime.py,call,261,303,3,23,2.6666666666666665,LOW,46.51,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/sandbox.py,call,377,393,4,8,1.0,LOW,41.18,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/sandbox.py,call_binop,278,287,4,3,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,call_filter,547,566,4,3,0.0,LOW,10.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/ext.py,call_method,137,160,2,7,0.6666666666666666,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,call_test,568,591,4,3,0.0,LOW,8.33,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/sandbox.py,call_unop,289,296,4,3,0.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/nodes.py,can_assign,550,551,2,2,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,can_assign,561,566,2,2,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,can_assign,635,639,4,5,0.5,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,can_assign,483,485,2,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,changed,539,549,2,6,0.5,LOW,45.45,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,choose_async,605,606,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,clear,480,484,2,5,0.0,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,clear,144,148,2,2,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/bccache.py,clear,315,326,5,8,0.5,LOW,8.33,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/utils.py,clear_caches,118,128,1,6,0.0,LOW,9.09,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/lexer.py,close,395,399,2,5,0.0,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_cmp.py,cmp_using,13,99,9,32,4.0,HIGH,33.33,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,scripts/generate_identifier_pattern.py,collapse_ranges,26,34,2,5,1.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,compile,707,715,4,2,0.0,LOW,11.11,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,compile,729,768,4,15,0.5,LOW,35.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,compile,718,726,4,2,0.0,LOW,11.11,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,compile_expression,770,813,4,13,0.5,LOW,20.45,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/lexer.py,compile_rules,211,249,4,10,1.1428571428571428,LOW,20.51,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,compile_templates,815,891,4,41,3.0,HIGH,45.45,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/nodes.py,const,888,891,2,4,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,consume,112,115,2,4,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/setters.py,convert,57,68,2,6,0.0,LOW,41.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,copy,219,224,2,6,0.0,LOW,83.33,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,copy,456,461,2,6,0.0,LOW,83.33,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,copy,86,92,4,7,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,copy_cache,93,103,3,7,0.5,LOW,36.36,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,count_newlines,204,208,1,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,create_cache,80,90,3,7,2.0,LOW,54.55,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,current,703,707,2,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,cycle,528,537,2,5,1.0,LOW,30.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,debug_info,1497,1505,3,5,0.0,LOW,44.44,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,decide_callable_or_boolean,1246,1254,8,7,0.0,LOW,55.56,MEDIUM,Safe Zone,No immediate testing action required
